Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client   0,0.013,0.012,0.012,0.008,0.009,0.010,0.010,0.013,0.011,0.008,0.006,0.006,0.011,0.007,0.011,0.011,0.005,0.009,0.013,0.013,0.004,0.014,0.010,0.009,0.013,0.011,0.008,0.008,0.010,0.013,0.008,0.005,0.008,0.011,0.009,0.010,0.013,0.006,0.009,0.010,0.011,0.010,0.013,0.013,0.008,0.014,0.010,0.010,0.004,0.011,0.008,0.013,0.016,0.009,0.011,0.013,0.011,0.009,0.011,0.010,0.015,0.008,0.010,0.013,0.012,0.009,0.017,0.009,0.008,0.015,0.005,0.006,0.013,0.012,0.007,0.014,0.007,0.013,0.014,0.013,0.011,0.012,0.004,0.013,0.010,0.006,0.009,0.008,0.009,0.014,0.013,0.007,0.009,0.012,0.012,0.011,0.012,0.010,0.011,0.009,1038
Client   1,0.007,0.024,0.024,0.00,0.00,0.007,0.00,0.017,0.007,0.007,0.010,0.014,0.007,0.003,0.010,0.003,0.007,0.007,0.017,0.00,0.024,0.007,0.010,0.020,0.010,0.014,0.003,0.024,0.003,0.00,0.010,0.010,0.010,0.003,0.014,0.007,0.00,0.007,0.010,0.010,0.010,0.024,0.00,0.007,0.017,0.014,0.017,0.007,0.007,0.014,0.00,0.010,0.007,0.014,0.024,0.003,0.010,0.003,0.024,0.010,0.003,0.010,0.010,0.024,0.024,0.007,0.003,0.014,0.007,0.014,0.003,0.00,0.003,0.00,0.010,0.010,0.003,0.014,0.014,0.017,0.010,0.020,0.003,0.017,0.010,0.020,0.010,0.014,0.010,0.007,0.007,0.007,0.017,0.014,0.007,0.007,0.020,0.010,0.003,0.007,294
Client   2,0.013,0.010,0.006,0.010,0.006,0.016,0.010,0.013,0.006,0.013,0.006,0.019,0.006,0.010,0.013,0.00,0.006,0.016,0.010,0.013,0.016,0.016,0.016,0.010,0.013,0.013,0.006,0.013,0.006,0.010,0.003,0.006,0.003,0.00,0.010,0.00,0.010,0.016,0.003,0.013,0.022,0.00,0.00,0.006,0.006,0.013,0.010,0.022,0.006,0.016,0.006,0.013,0.010,0.013,0.016,0.019,0.013,0.013,0.016,0.013,0.013,0.013,0.006,0.003,0.006,0.003,0.00,0.013,0.006,0.010,0.006,0.016,0.016,0.006,0.016,0.016,0.010,0.010,0.006,0.006,0.010,0.013,0.010,0.010,0.006,0.006,0.006,0.010,0.022,0.010,0.003,0.003,0.016,0.016,0.006,0.003,0.010,0.006,0.010,0.022,312
Client   3,0.005,0.00,0.005,0.005,0.00,0.019,0.024,0.010,0.005,0.010,0.00,0.014,0.014,0.019,0.005,0.014,0.029,0.014,0.019,0.024,0.005,0.010,0.005,0.005,0.005,0.00,0.010,0.024,0.014,0.014,0.010,0.010,0.010,0.005,0.014,0.010,0.005,0.00,0.00,0.019,0.00,0.00,0.019,0.019,0.00,0.014,0.019,0.010,0.019,0.010,0.014,0.014,0.010,0.014,0.019,0.005,0.005,0.005,0.00,0.019,0.00,0.014,0.010,0.010,0.010,0.019,0.010,0.00,0.00,0.024,0.014,0.010,0.00,0.00,0.010,0.00,0.010,0.005,0.014,0.010,0.005,0.010,0.019,0.014,0.010,0.00,0.014,0.005,0.010,0.014,0.014,0.010,0.014,0.00,0.019,0.00,0.00,0.019,0.010,0.024,209
Client   4,0.009,0.007,0.008,0.011,0.007,0.005,0.005,0.009,0.006,0.006,0.007,0.012,0.009,0.011,0.009,0.010,0.010,0.013,0.015,0.013,0.016,0.009,0.012,0.010,0.013,0.010,0.008,0.008,0.009,0.013,0.011,0.011,0.010,0.009,0.012,0.006,0.012,0.010,0.012,0.005,0.015,0.009,0.010,0.009,0.007,0.011,0.006,0.016,0.005,0.015,0.015,0.014,0.014,0.014,0.016,0.005,0.007,0.014,0.013,0.007,0.013,0.009,0.013,0.011,0.008,0.008,0.008,0.010,0.012,0.011,0.012,0.009,0.012,0.008,0.011,0.009,0.011,0.009,0.007,0.010,0.010,0.012,0.005,0.009,0.011,0.012,0.013,0.008,0.012,0.005,0.009,0.007,0.010,0.011,0.004,0.006,0.009,0.015,0.009,0.010,1097
Client   5,0.008,0.004,0.008,0.008,0.00,0.019,0.004,0.008,0.004,0.011,0.004,0.011,0.015,0.008,0.008,0.00,0.004,0.011,0.008,0.011,0.008,0.011,0.004,0.019,0.023,0.023,0.019,0.004,0.011,0.015,0.004,0.011,0.004,0.011,0.019,0.004,0.026,0.004,0.008,0.011,0.011,0.008,0.00,0.008,0.004,0.004,0.011,0.008,0.011,0.004,0.008,0.015,0.019,0.011,0.008,0.011,0.011,0.008,0.008,0.011,0.019,0.008,0.034,0.00,0.019,0.004,0.015,0.00,0.004,0.004,0.008,0.019,0.008,0.008,0.011,0.00,0.011,0.015,0.004,0.011,0.004,0.015,0.011,0.019,0.019,0.019,0.019,0.00,0.004,0.008,0.011,0.011,0.019,0.011,0.004,0.008,0.00,0.019,0.011,0.023,265
Client   6,0.011,0.010,0.004,0.010,0.012,0.004,0.012,0.013,0.016,0.010,0.007,0.012,0.009,0.006,0.010,0.011,0.010,0.008,0.006,0.013,0.004,0.004,0.009,0.008,0.010,0.013,0.007,0.017,0.008,0.010,0.021,0.012,0.011,0.009,0.008,0.009,0.009,0.005,0.010,0.005,0.011,0.013,0.009,0.006,0.010,0.006,0.008,0.011,0.017,0.011,0.012,0.010,0.007,0.006,0.015,0.006,0.008,0.012,0.012,0.012,0.010,0.007,0.013,0.008,0.011,0.009,0.008,0.009,0.007,0.008,0.010,0.009,0.010,0.015,0.008,0.007,0.012,0.008,0.009,0.010,0.012,0.007,0.009,0.011,0.007,0.011,0.013,0.010,0.011,0.007,0.009,0.013,0.013,0.009,0.012,0.011,0.015,0.006,0.003,0.008,963
Client   7,0.00,0.00,0.024,0.024,0.035,0.024,0.00,0.012,0.024,0.00,0.00,0.012,0.024,0.00,0.00,0.012,0.00,0.00,0.012,0.00,0.012,0.047,0.024,0.00,0.012,0.024,0.012,0.012,0.012,0.00,0.012,0.012,0.00,0.035,0.024,0.012,0.00,0.035,0.00,0.024,0.00,0.00,0.024,0.00,0.00,0.00,0.00,0.00,0.00,0.012,0.00,0.024,0.024,0.047,0.012,0.00,0.00,0.00,0.024,0.035,0.012,0.012,0.024,0.00,0.00,0.012,0.00,0.00,0.024,0.024,0.00,0.00,0.00,0.024,0.00,0.00,0.00,0.00,0.00,0.012,0.00,0.012,0.00,0.00,0.012,0.035,0.00,0.00,0.00,0.00,0.035,0.00,0.00,0.012,0.035,0.00,0.012,0.00,0.00,0.00,85
Client   8,0.010,0.009,0.009,0.007,0.007,0.017,0.012,0.011,0.013,0.011,0.012,0.011,0.015,0.007,0.012,0.009,0.002,0.010,0.012,0.007,0.007,0.011,0.011,0.005,0.010,0.011,0.007,0.006,0.006,0.009,0.013,0.009,0.004,0.006,0.005,0.007,0.010,0.009,0.005,0.006,0.010,0.016,0.009,0.013,0.005,0.013,0.016,0.007,0.013,0.019,0.010,0.015,0.007,0.011,0.009,0.012,0.002,0.010,0.011,0.015,0.009,0.015,0.005,0.013,0.011,0.009,0.006,0.009,0.005,0.007,0.012,0.017,0.009,0.010,0.011,0.011,0.011,0.013,0.010,0.011,0.007,0.012,0.010,0.010,0.009,0.017,0.012,0.007,0.009,0.016,0.013,0.012,0.002,0.012,0.007,0.009,0.018,0.016,0.010,0.007,821
Client   9,0.020,0.015,0.015,0.005,0.010,0.00,0.00,0.010,0.015,0.00,0.010,0.029,0.020,0.024,0.015,0.010,0.020,0.015,0.005,0.005,0.00,0.00,0.00,0.015,0.010,0.015,0.005,0.005,0.010,0.020,0.020,0.020,0.010,0.005,0.00,0.00,0.010,0.015,0.005,0.010,0.005,0.005,0.005,0.024,0.010,0.010,0.015,0.010,0.010,0.010,0.010,0.015,0.005,0.015,0.00,0.005,0.010,0.00,0.010,0.024,0.020,0.010,0.005,0.015,0.029,0.005,0.015,0.005,0.005,0.00,0.020,0.010,0.010,0.015,0.015,0.020,0.00,0.015,0.010,0.010,0.015,0.005,0.010,0.00,0.010,0.015,0.00,0.015,0.005,0.005,0.015,0.005,0.015,0.005,0.005,0.010,0.010,0.00,0.024,0.00,205
