Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client   0,0.023,0.029,0.004,0.004,0.004,0.025,0.043,0.016,0.004,0.027,0.004,0.017,0.023,0.025,0.021,0.010,0.031,0.002,0.023,0.004,0.021,0.00,0.00,0.00,0.008,0.023,0.004,0.002,0.027,0.019,0.004,0.00,0.004,0.008,0.006,0.004,0.006,0.021,0.006,0.00,0.002,0.008,0.006,0.00,0.004,0.002,0.00,0.004,0.002,0.006,0.025,0.006,0.004,0.004,0.002,0.006,0.006,0.002,0.002,0.008,0.008,0.006,0.004,0.008,0.016,0.002,0.006,0.004,0.016,0.004,0.00,0.021,0.031,0.008,0.010,0.023,0.019,0.004,0.004,0.025,0.00,0.004,0.008,0.004,0.019,0.002,0.029,0.019,0.004,0.006,0.010,0.004,0.002,0.002,0.019,0.010,0.033,0.006,0.00,0.002,515
Client   1,0.020,0.028,0.002,0.022,0.006,0.004,0.002,0.004,0.032,0.00,0.00,0.006,0.004,0.030,0.006,0.024,0.004,0.006,0.002,0.00,0.006,0.030,0.022,0.008,0.024,0.004,0.036,0.010,0.004,0.002,0.028,0.006,0.002,0.00,0.00,0.006,0.002,0.004,0.002,0.004,0.00,0.024,0.004,0.038,0.00,0.002,0.008,0.032,0.006,0.030,0.002,0.002,0.014,0.006,0.002,0.00,0.004,0.024,0.002,0.010,0.026,0.014,0.004,0.026,0.020,0.006,0.004,0.004,0.024,0.002,0.028,0.024,0.028,0.002,0.00,0.00,0.022,0.004,0.006,0.006,0.030,0.024,0.016,0.006,0.002,0.010,0.002,0.002,0.024,0.002,0.002,0.006,0.002,0.002,0.006,0.002,0.002,0.00,0.006,0.002,505
Client   2,0.002,0.006,0.033,0.00,0.002,0.002,0.002,0.020,0.031,0.039,0.026,0.00,0.008,0.00,0.002,0.031,0.00,0.010,0.004,0.004,0.00,0.006,0.029,0.033,0.006,0.018,0.028,0.018,0.006,0.006,0.004,0.002,0.016,0.004,0.020,0.00,0.006,0.020,0.020,0.004,0.002,0.004,0.004,0.006,0.00,0.002,0.020,0.006,0.008,0.012,0.004,0.006,0.002,0.004,0.002,0.028,0.002,0.031,0.00,0.006,0.00,0.004,0.028,0.002,0.002,0.031,0.002,0.022,0.016,0.002,0.006,0.024,0.006,0.016,0.024,0.006,0.00,0.020,0.004,0.00,0.006,0.002,0.00,0.022,0.004,0.002,0.008,0.024,0.022,0.00,0.008,0.008,0.022,0.006,0.00,0.002,0.006,0.002,0.028,0.006,509
Client   3,0.016,0.002,0.018,0.028,0.004,0.014,0.035,0.014,0.002,0.00,0.028,0.002,0.004,0.033,0.004,0.00,0.002,0.00,0.006,0.002,0.024,0.022,0.008,0.039,0.024,0.010,0.00,0.004,0.004,0.006,0.018,0.006,0.002,0.00,0.00,0.002,0.031,0.002,0.004,0.004,0.00,0.002,0.002,0.024,0.002,0.024,0.004,0.002,0.004,0.00,0.002,0.002,0.018,0.004,0.010,0.006,0.004,0.033,0.004,0.002,0.004,0.002,0.004,0.004,0.004,0.006,0.002,0.002,0.022,0.004,0.033,0.006,0.024,0.006,0.026,0.022,0.018,0.024,0.004,0.004,0.00,0.030,0.022,0.00,0.004,0.020,0.004,0.002,0.014,0.004,0.002,0.024,0.020,0.004,0.008,0.002,0.037,0.008,0.006,0.004,508
Client   4,0.00,0.008,0.015,0.008,0.038,0.017,0.004,0.00,0.006,0.009,0.028,0.00,0.015,0.025,0.004,0.025,0.006,0.036,0.008,0.006,0.025,0.006,0.023,0.00,0.015,0.008,0.004,0.004,0.008,0.002,0.002,0.002,0.023,0.00,0.002,0.009,0.008,0.002,0.004,0.002,0.008,0.008,0.026,0.002,0.008,0.004,0.004,0.008,0.026,0.004,0.006,0.004,0.008,0.028,0.025,0.023,0.008,0.006,0.004,0.004,0.019,0.006,0.004,0.008,0.008,0.023,0.019,0.002,0.004,0.015,0.015,0.030,0.004,0.002,0.009,0.00,0.004,0.009,0.006,0.008,0.006,0.006,0.009,0.002,0.026,0.006,0.015,0.004,0.004,0.006,0.006,0.00,0.013,0.006,0.013,0.002,0.013,0.026,0.028,0.008,530
Client   5,0.008,0.00,0.002,0.004,0.004,0.031,0.035,0.002,0.006,0.015,0.004,0.004,0.004,0.031,0.029,0.021,0.006,0.002,0.008,0.00,0.004,0.021,0.004,0.006,0.019,0.027,0.002,0.004,0.006,0.004,0.010,0.006,0.004,0.012,0.004,0.002,0.025,0.008,0.002,0.00,0.035,0.006,0.00,0.039,0.004,0.029,0.006,0.029,0.00,0.027,0.004,0.008,0.010,0.023,0.006,0.010,0.019,0.00,0.002,0.027,0.004,0.023,0.008,0.010,0.00,0.008,0.015,0.002,0.00,0.025,0.002,0.013,0.002,0.004,0.006,0.002,0.00,0.023,0.023,0.00,0.00,0.010,0.002,0.017,0.025,0.006,0.002,0.010,0.00,0.027,0.006,0.029,0.002,0.002,0.002,0.002,0.021,0.00,0.004,0.002,519
Client   6,0.025,0.00,0.020,0.004,0.002,0.004,0.039,0.00,0.023,0.006,0.008,0.002,0.002,0.002,0.004,0.008,0.027,0.002,0.002,0.004,0.006,0.006,0.004,0.002,0.00,0.004,0.00,0.010,0.016,0.027,0.012,0.027,0.016,0.021,0.006,0.031,0.004,0.00,0.008,0.002,0.002,0.006,0.006,0.008,0.006,0.023,0.014,0.004,0.027,0.00,0.002,0.006,0.008,0.023,0.033,0.035,0.002,0.00,0.002,0.00,0.002,0.004,0.002,0.023,0.004,0.004,0.023,0.025,0.006,0.00,0.002,0.00,0.004,0.002,0.023,0.037,0.006,0.020,0.025,0.00,0.002,0.00,0.016,0.021,0.021,0.006,0.010,0.002,0.002,0.00,0.008,0.004,0.002,0.027,0.023,0.002,0.008,0.004,0.006,0.031,512
Client   7,0.00,0.004,0.002,0.008,0.004,0.018,0.004,0.016,0.004,0.008,0.002,0.002,0.008,0.006,0.021,0.025,0.006,0.00,0.006,0.037,0.025,0.00,0.004,0.004,0.019,0.00,0.029,0.00,0.002,0.00,0.021,0.004,0.012,0.008,0.019,0.004,0.010,0.00,0.016,0.012,0.008,0.021,0.031,0.002,0.023,0.00,0.006,0.029,0.006,0.006,0.021,0.002,0.00,0.021,0.006,0.004,0.006,0.010,0.004,0.002,0.021,0.004,0.002,0.027,0.029,0.004,0.006,0.023,0.008,0.004,0.010,0.004,0.002,0.00,0.019,0.004,0.008,0.004,0.008,0.023,0.002,0.002,0.00,0.023,0.004,0.008,0.037,0.019,0.006,0.002,0.004,0.025,0.004,0.004,0.031,0.00,0.004,0.006,0.00,0.033,514
Client   8,0.017,0.00,0.006,0.00,0.006,0.002,0.002,0.004,0.019,0.006,0.008,0.002,0.00,0.004,0.002,0.004,0.021,0.034,0.004,0.036,0.010,0.008,0.027,0.004,0.00,0.019,0.002,0.004,0.027,0.004,0.023,0.002,0.004,0.004,0.00,0.027,0.008,0.006,0.019,0.019,0.006,0.025,0.006,0.002,0.027,0.008,0.008,0.00,0.025,0.008,0.034,0.002,0.006,0.004,0.029,0.00,0.008,0.006,0.002,0.004,0.029,0.010,0.021,0.004,0.015,0.006,0.019,0.006,0.023,0.006,0.023,0.008,0.006,0.004,0.029,0.004,0.004,0.019,0.019,0.004,0.006,0.021,0.002,0.004,0.004,0.00,0.027,0.00,0.023,0.004,0.002,0.004,0.006,0.004,0.004,0.006,0.006,0.004,0.027,0.002,526
Client   9,0.00,0.012,0.008,0.030,0.006,0.002,0.002,0.004,0.002,0.020,0.032,0.002,0.002,0.010,0.026,0.022,0.00,0.008,0.004,0.002,0.002,0.026,0.026,0.030,0.004,0.022,0.008,0.004,0.004,0.028,0.004,0.00,0.006,0.004,0.004,0.00,0.006,0.026,0.008,0.014,0.004,0.00,0.010,0.008,0.030,0.00,0.012,0.002,0.004,0.004,0.004,0.022,0.002,0.020,0.022,0.004,0.026,0.006,0.036,0.002,0.004,0.008,0.002,0.022,0.002,0.006,0.006,0.002,0.016,0.002,0.004,0.016,0.004,0.002,0.006,0.006,0.024,0.024,0.002,0.022,0.018,0.004,0.00,0.004,0.024,0.020,0.004,0.00,0.018,0.004,0.004,0.028,0.024,0.006,0.002,0.002,0.00,0.008,0.004,0.002,497
