Class frequencies:
client,class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,class19,class20,class21,class22,class23,class24,class25,class26,class27,class28,class29,class30,class31,class32,class33,class34,class35,class36,class37,class38,class39,class40,class41,class42,class43,class44,class45,class46,class47,class48,class49,class50,class51,class52,class53,class54,class55,class56,class57,class58,class59,class60,class61,class62,class63,class64,class65,class66,class67,class68,class69,class70,class71,class72,class73,class74,class75,class76,class77,class78,class79,class80,class81,class82,class83,class84,class85,class86,class87,class88,class89,class90,class91,class92,class93,class94,class95,class96,class97,class98,class99,Amount
Client   0,0.018,0.040,0.025,0.00,0.00,0.030,0.034,0.035,0.012,0.023,0.009,0.026,0.037,0.026,0.028,0.00,0.011,0.010,0.022,0.013,0.033,0.019,0.00,0.00,0.00,0.034,0.014,0.00,0.016,0.034,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023,0.013,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.027,0.015,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.013,0.00,0.00,0.00,0.017,0.00,0.00,0.00,0.019,0.011,0.00,0.011,0.035,0.018,0.00,0.037,0.029,0.011,0.00,0.026,0.011,0.00,0.00,0.00,0.019,0.00,0.020,0.031,0.010,0.00,0.011,0.00,0.00,0.00,0.019,0.00,0.016,0.011,0.00,0.00,2380
Client   1,0.017,0.045,0.019,0.018,0.016,0.00,0.00,0.00,0.021,0.014,0.00,0.00,0.00,0.015,0.011,0.016,0.007,0.00,0.00,0.00,0.015,0.016,0.025,0.008,0.020,0.00,0.020,0.014,0.00,0.00,0.009,0.010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023,0.018,0.018,0.012,0.021,0.00,0.037,0.032,0.030,0.00,0.00,0.019,0.010,0.00,0.00,0.00,0.023,0.018,0.00,0.035,0.036,0.018,0.015,0.024,0.00,0.00,0.00,0.020,0.010,0.015,0.020,0.033,0.016,0.00,0.00,0.016,0.010,0.00,0.00,0.030,0.042,0.029,0.011,0.00,0.00,0.00,0.00,0.016,0.010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2440
Client   2,0.00,0.00,0.017,0.012,0.00,0.017,0.00,0.015,0.034,0.031,0.017,0.012,0.00,0.00,0.00,0.014,0.009,0.00,0.00,0.00,0.00,0.00,0.012,0.036,0.011,0.018,0.038,0.030,0.007,0.00,0.022,0.00,0.016,0.009,0.028,0.00,0.00,0.020,0.035,0.013,0.00,0.00,0.00,0.00,0.00,0.00,0.016,0.009,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.031,0.019,0.024,0.017,0.00,0.00,0.00,0.030,0.021,0.00,0.037,0.030,0.029,0.040,0.010,0.012,0.011,0.009,0.00,0.022,0.00,0.00,0.015,0.008,0.00,0.00,0.00,0.00,0.017,0.012,0.00,0.00,0.019,0.026,0.009,0.00,0.00,0.014,0.011,0.00,0.00,0.00,0.00,0.017,0.012,2482
Client   3,0.018,0.013,0.020,0.033,0.013,0.00,0.026,0.032,0.015,0.00,0.017,0.014,0.00,0.017,0.010,0.00,0.00,0.00,0.00,0.00,0.044,0.046,0.008,0.030,0.035,0.00,0.00,0.00,0.00,0.00,0.011,0.009,0.00,0.00,0.00,0.00,0.017,0.013,0.00,0.00,0.00,0.00,0.00,0.017,0.013,0.023,0.019,0.00,0.00,0.00,0.00,0.00,0.018,0.012,0.00,0.00,0.00,0.027,0.015,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.018,0.012,0.031,0.007,0.029,0.014,0.022,0.023,0.028,0.026,0.010,0.00,0.00,0.023,0.028,0.012,0.00,0.033,0.020,0.00,0.00,0.00,0.00,0.015,0.026,0.009,0.00,0.00,0.017,0.010,0.00,0.00,2346
Client   4,0.025,0.00,0.017,0.012,0.044,0.018,0.007,0.00,0.00,0.00,0.022,0.008,0.016,0.030,0.009,0.014,0.009,0.026,0.015,0.00,0.044,0.021,0.012,0.007,0.020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.015,0.011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.021,0.013,0.00,0.00,0.00,0.00,0.014,0.009,0.013,0.00,0.00,0.022,0.034,0.027,0.025,0.00,0.00,0.00,0.021,0.014,0.00,0.00,0.00,0.042,0.048,0.013,0.00,0.00,0.015,0.021,0.008,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.013,0.00,0.015,0.011,0.016,0.00,0.015,0.014,0.00,0.00,0.011,0.00,0.017,0.009,0.018,0.00,0.014,0.037,0.035,0.009,2433
Client   5,0.00,0.00,0.00,0.00,0.00,0.025,0.031,0.015,0.00,0.020,0.008,0.00,0.00,0.014,0.025,0.011,0.010,0.00,0.00,0.00,0.010,0.018,0.009,0.00,0.020,0.019,0.012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.016,0.011,0.00,0.00,0.019,0.019,0.00,0.015,0.012,0.035,0.016,0.040,0.022,0.032,0.00,0.00,0.00,0.020,0.012,0.026,0.026,0.011,0.00,0.036,0.00,0.020,0.017,0.00,0.00,0.025,0.019,0.012,0.00,0.038,0.00,0.009,0.010,0.00,0.00,0.00,0.00,0.013,0.024,0.010,0.010,0.00,0.00,0.013,0.031,0.028,0.00,0.014,0.013,0.035,0.00,0.014,0.007,0.00,0.00,0.00,0.014,0.009,0.00,0.00,2683
Client   6,0.018,0.010,0.017,0.011,0.00,0.00,0.027,0.013,0.017,0.016,0.00,0.00,0.00,0.00,0.00,0.00,0.008,0.011,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.012,0.00,0.00,0.018,0.028,0.00,0.040,0.043,0.033,0.015,0.031,0.019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.023,0.029,0.013,0.013,0.010,0.015,0.00,0.00,0.022,0.029,0.029,0.021,0.00,0.00,0.00,0.00,0.00,0.00,0.013,0.010,0.00,0.021,0.039,0.023,0.00,0.015,0.00,0.00,0.00,0.018,0.022,0.011,0.014,0.023,0.014,0.012,0.00,0.015,0.029,0.026,0.00,0.00,0.00,0.00,0.00,0.012,0.00,0.00,0.026,0.031,0.017,0.00,0.00,0.00,0.023,2524
Client   7,0.00,0.00,0.00,0.00,0.00,0.014,0.011,0.013,0.015,0.00,0.006,0.00,0.00,0.00,0.019,0.024,0.011,0.00,0.00,0.020,0.046,0.018,0.00,0.00,0.018,0.00,0.019,0.013,0.00,0.00,0.030,0.006,0.016,0.009,0.032,0.00,0.00,0.00,0.019,0.014,0.015,0.029,0.031,0.012,0.024,0.00,0.00,0.041,0.025,0.00,0.025,0.015,0.00,0.017,0.016,0.00,0.00,0.00,0.00,0.00,0.035,0.011,0.00,0.016,0.021,0.00,0.00,0.032,0.017,0.00,0.012,0.00,0.00,0.00,0.020,0.016,0.00,0.00,0.00,0.024,0.00,0.00,0.00,0.015,0.013,0.00,0.017,0.027,0.013,0.00,0.010,0.013,0.009,0.00,0.018,0.014,0.00,0.00,0.00,0.026,2539
Client   8,0.018,0.011,0.00,0.00,0.00,0.00,0.00,0.00,0.021,0.014,0.00,0.00,0.00,0.00,0.00,0.011,0.012,0.036,0.015,0.024,0.00,0.00,0.011,0.008,0.00,0.024,0.011,0.00,0.018,0.009,0.012,0.007,0.00,0.00,0.00,0.057,0.019,0.00,0.023,0.040,0.017,0.026,0.016,0.00,0.025,0.00,0.00,0.00,0.013,0.010,0.036,0.019,0.00,0.00,0.021,0.00,0.00,0.00,0.00,0.00,0.030,0.017,0.029,0.023,0.018,0.00,0.021,0.013,0.020,0.010,0.026,0.009,0.00,0.00,0.023,0.00,0.00,0.014,0.026,0.013,0.00,0.017,0.018,0.00,0.00,0.00,0.016,0.013,0.016,0.010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.016,0.014,2387
Client   9,0.00,0.00,0.00,0.021,0.013,0.015,0.00,0.00,0.00,0.019,0.026,0.014,0.00,0.00,0.016,0.012,0.010,0.00,0.00,0.00,0.00,0.017,0.024,0.033,0.017,0.031,0.015,0.00,0.00,0.023,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.018,0.016,0.00,0.019,0.00,0.00,0.00,0.023,0.00,0.014,0.012,0.00,0.00,0.012,0.024,0.017,0.019,0.037,0.00,0.026,0.015,0.041,0.028,0.00,0.00,0.00,0.014,0.009,0.00,0.00,0.00,0.021,0.009,0.00,0.014,0.007,0.00,0.00,0.018,0.015,0.022,0.012,0.024,0.050,0.017,0.00,0.00,0.014,0.032,0.020,0.00,0.014,0.012,0.00,0.012,0.026,0.011,0.00,0.00,0.00,0.00,0.00,0.00,2415
